datetime,open,high,low,close,volume,stock_code,exchange_code
2024-08-29,25035.3,25192.6,24999.75,25156.75,0,,NSE
2024-08-30,25249.7,25265.05,25199.7,25247.0,0,,NSE
2024-09-10,24999.4,25130.45,24897.5,25052.1,0,,NSE
2024-09-11,25034.0,25113.15,24885.55,24951.8,0,,NSE
2024-09-12,25059.65,25431.6,24942.45,25314.95,0,,NSE
2024-09-13,25430.45,25430.45,25292.6,25343.55,0,,NSE
2024-09-16,25406.65,25445.25,25337.2,25377.2,0,,NSE
2024-09-17,25416.9,25441.3,25352.7,25407.15,0,,NSE
2024-09-18,25402.4,25481.65,25285.65,25343.45,0,,NSE
2024-09-19,25487.05,25611.1,25376.45,25445.0,0,,NSE
2024-09-20,25525.95,25843.95,25426.8,25820.35,0,,NSE
2024-09-23,25872.55,25955.85,25847.95,25930.15,0,,NSE
2024-09-24,25921.45,26010.2,25887.85,25951.9,0,,NSE
2024-09-25,25899.45,26031.8,25871.9,26013.5,0,,NSE
2024-09-26,26005.4,26249.85,26003.15,26184.65,0,,NSE
2024-09-27,26248.25,26277.15,26152.45,26175.0,0,NIFTY,NSE
2024-09-30,26061.3,26127.75,25794.35,25822.8,0,NIFTY,NSE
2024-10-01,25788.45,25907.45,25739.3,25812.55,0,NIFTY,NSE
2024-10-03,25452.85,25638.65,25232.4,25266.0,0,NIFTY,NSE
2024-10-04,25181.9,25484.75,24966.85,25049.1,0,NIFTY,NSE
2024-10-07,25084.1,25142.75,24694.85,24819.0,0,NIFTY,NSE
2024-10-08,24832.2,25043.85,24757.4,25039.5,0,NIFTY,NSE
2024-10-09,25065.8,25234.0,24947.9,25019.55,0,NIFTY,NSE
2024-10-10,25067.05,25134.0,24979.5,25007.55,0,NIFTY,NSE
2024-10-11,24985.3,25028.3,24920.6,24975.05,0,NIFTY,NSE
2024-10-14,25023.45,25159.6,25017.85,25142.3,0,NIFTY,NSE
2024-10-15,25186.3,25208.95,25008.85,25065.15,0,NIFTY,NSE
2024-10-16,25008.55,25093.25,24908.95,24959.9,0,NIFTY,NSE
2025-03-25,23751.5,23869.15,23603.5,23605.95,0,NIFTY,NSE
2025-03-26,23700.95,23735.9,23452.6,23464.3,0,NIFTY,NSE
2025-03-27,23433.95,23636.6,23415.2,23601.05,0,NIFTY,NSE
2025-03-28,23600.4,23649.15,23451.6,23495.15,0,NIFTY,NSE
2025-04-01,23341.1,23563.2,23136.4,23179.7,0,NIFTY,NSE
2025-04-02,23192.6,23349.85,23160.4,23330.8,0,NIFTY,NSE
2025-04-03,23150.3,23306.25,23150.3,23241.6,0,NIFTY,NSE
2025-04-04,23190.4,23210.5,22858.15,22912.05,0,NIFTY,NSE
2025-04-07,21758.4,22253.2,21758.4,22238.0,0,NIFTY,NSE
2025-04-08,22446.75,22696.65,22272.9,22547.2,0,NIFTY,NSE
2025-04-09,22460.3,22468.3,22353.5,22420.4,0,NIFTY,NSE
2025-04-11,22695.4,22923.9,22695.4,22844.5,0,NIFTY,NSE
2025-04-15,23368.35,23368.35,23211.4,23344.1,0,NIFTY,NSE
2025-09-24,25108.75,25146.25,25027.95,25060.9,0,NIFTY,NSE
2025-09-25,25034.5,25092.0,24878.7,24904.55,0,NIFTY,NSE
2025-09-26,24818.55,24855.5,24629.65,24673.1,0,NIFTY,NSE
2025-09-29,24728.55,24791.15,24606.2,24677.55,0,NIFTY,NSE
2025-09-30,24691.95,24731.55,24588.0,24633.6,0,NIFTY,NSE
2025-10-01,24620.55,24867.85,24606.15,24853.4,0,NIFTY,NSE
2025-10-03,24759.55,24904.75,24748.15,24895.0,0,NIFTY,NSE
2025-10-06,24916.55,25095.7,24881.9,25072.55,0,NIFTY,NSE
2025-10-07,25085.3,25220.35,25077.1,25112.8,0,NIFTY,NSE
2025-10-08,25079.75,25192.0,25008.55,25023.8,0,NIFTY,NSE
2025-10-09,25074.3,25199.05,25024.3,25170.3,0,NIFTY,NSE
2025-10-10,25167.65,25330.2,25157.2,25278.2,0,NIFTY,NSE
2025-10-13,25177.3,25266.95,25153.6,25237.15,0,NIFTY,NSE
2025-10-14,25278.3,25310.35,25060.55,25123.35,0,NIFTY,NSE
2025-10-15,25181.95,25364.35,25163.2,25327.75,0,NIFTY,NSE
2025-10-16,25394.9,25624.8,25376.85,25566.3,0,NIFTY,NSE
2025-10-17,25546.85,25780.95,25508.95,25704.7,0,NIFTY,NSE
2025-10-20,25824.6,25924.65,25788.55,25850.7,0,NIFTY,NSE
2025-10-21,25843.15,26152.95,25826.25,25868.6,0,NIFTY,NSE
2025-10-23,26057.2,26103.8,25862.6,25870.3,0,NIFTY,NSE
