close,datetime,exchange_code,high,low,open,stock_code,volume,symbol
17245.5,2023-03-31 11:10:00,NSE,17252.35,17241.8,17251.7,NIFTY,0,
17250.3,2023-03-31 11:15:00,NSE,17254.6,17242.1,17245.1,NIFTY,0,
17249.4,2023-03-31 11:20:00,NSE,17254.9,17249.3,17249.35,NIFTY,0,
17259.0,2023-03-31 11:25:00,NSE,17259.75,17249.05,17249.05,NIFTY,0,
17264.35,2023-03-31 11:30:00,NSE,17269.45,17258.6,17258.6,NIFTY,0,
17272.65,2023-03-31 11:35:00,NSE,17273.9,17262.15,17264.5,NIFTY,0,
17275.5,2023-03-31 11:40:00,NSE,17283.35,17272.6,17272.6,NIFTY,0,
17272.65,2023-03-31 11:45:00,NSE,17278.05,17268.2,17274.75,NIFTY,0,
17280.8,2023-03-31 11:50:00,NSE,17291.95,17272.7,17272.7,NIFTY,0,
17277.15,2023-03-31 11:55:00,NSE,17285.8,17276.1,17280.35,NIFTY,0,
17276.15,2023-03-31 12:00:00,NSE,17281.55,17274.65,17277.1,NIFTY,0,
17275.0,2023-03-31 12:05:00,NSE,17280.85,17274.3,17276.8,NIFTY,0,
17278.7,2023-03-31 12:10:00,NSE,17282.2,17274.15,17275.4,NIFTY,0,
17284.0,2023-03-31 12:15:00,NSE,17284.4,17268.65,17279.0,NIFTY,0,
17287.75,2023-03-31 12:20:00,NSE,17289.25,17282.65,17284.1,NIFTY,0,
17289.45,2023-03-31 12:25:00,NSE,17289.45,17282.95,17288.15,NIFTY,0,
17311.45,2023-03-31 12:30:00,NSE,17316.0,17285.75,17289.2,NIFTY,3551183,
17314.9,2023-03-31 12:35:00,NSE,17320.7,17311.05,17312.15,NIFTY,2172288,
17322.25,2023-03-31 12:40:00,NSE,17323.55,17313.0,17315.3,NIFTY,1968609,
17316.55,2023-03-31 12:45:00,NSE,17323.95,17311.85,17323.25,NIFTY,1505168,
17313.05,2023-03-31 12:50:00,NSE,17315.95,17307.1,17315.95,NIFTY,1461786,
17311.5,2023-03-31 12:55:00,NSE,17316.0,17306.55,17313.65,NIFTY,1787224,
17321.25,2023-03-31 13:00:00,NSE,17323.4,17308.25,17311.7,NIFTY,2358283,
17319.15,2023-03-31 13:05:00,NSE,17324.15,17316.5,17322.55,NIFTY,1894099,
17316.65,2023-03-31 13:10:00,NSE,17325.4,17315.05,17319.8,NIFTY,2379439,
17323.85,2023-03-31 13:15:00,NSE,17324.9,17312.4,17317.5,NIFTY,3262024,
17321.35,2023-03-31 13:20:00,NSE,17325.55,17313.25,17324.3,NIFTY,2747848,
17325.55,2023-03-31 13:25:00,NSE,17329.1,17318.7,17321.7,NIFTY,2940079,
17328.65,2023-03-31 13:30:00,NSE,17332.0,17314.35,17325.85,NIFTY,0,
17326.85,2023-03-31 13:35:00,NSE,17338.4,17326.45,17329.95,NIFTY,0,
17344.35,2023-03-31 13:40:00,NSE,17345.4,17325.55,17328.1,NIFTY,0,
17344.35,2023-03-31 13:45:00,NSE,17350.6,17341.45,17345.95,NIFTY,0,
17355.45,2023-03-31 13:50:00,NSE,17356.55,17343.45,17344.95,NIFTY,0,
17354.95,2023-03-31 13:55:00,NSE,17363.75,17354.0,17356.5,NIFTY,0,
17358.25,2023-03-31 14:00:00,NSE,17361.95,17349.2,17355.9,NIFTY,0,
17353.55,2023-03-31 14:05:00,NSE,17365.55,17353.2,17358.15,NIFTY,0,
17360.8,2023-03-31 14:10:00,NSE,17364.7,17352.95,17354.85,NIFTY,0,
17371.05,2023-03-31 14:15:00,NSE,17373.6,17360.9,17361.75,NIFTY,0,
17360.55,2023-03-31 14:20:00,NSE,17373.7,17356.5,17372.15,NIFTY,0,
17360.4,2023-03-31 14:25:00,NSE,17362.05,17347.35,17362.05,NIFTY,0,
17354.0,2023-03-31 14:30:00,NSE,17361.6,17344.15,17361.5,NIFTY,0,
17359.2,2023-03-31 14:35:00,NSE,17360.6,17349.65,17354.7,NIFTY,0,
17357.75,2023-03-31 14:40:00,NSE,17362.05,17353.15,17359.35,NIFTY,0,
17376.2,2023-03-31 14:45:00,NSE,17376.6,17352.7,17358.7,NIFTY,0,
17359.85,2023-03-31 14:50:00,NSE,17376.95,17351.65,17376.95,NIFTY,0,
17366.6,2023-03-31 14:55:00,NSE,17366.75,17354.95,17361.0,NIFTY,0,
17371.05,2023-03-31 15:00:00,NSE,17381.3,17361.15,17368.0,NIFTY,0,
17371.55,2023-03-31 15:05:00,NSE,17380.9,17368.9,17371.4,NIFTY,0,
17363.2,2023-03-31 15:10:00,NSE,17371.35,17357.05,17371.25,NIFTY,0,
17342.0,2023-03-31 15:15:00,NSE,17364.1,17341.8,17362.65,NIFTY,0,
17351.35,2023-03-31 15:20:00,NSE,17352.15,17337.7,17341.5,NIFTY,0,
17356.85,2023-03-31 15:25:00,NSE,17367.5,17351.1,17351.25,NIFTY,0,
17427.95,2023-04-03 09:05:00,NSE,17427.95,17427.95,17427.95,NIFTY,0,
17427.95,2023-04-03 09:10:00,NSE,17427.95,17427.95,17427.95,NIFTY,0,
17380.25,2023-04-03 09:15:00,NSE,17427.95,17378.05,17427.95,NIFTY,0,
17384.7,2023-04-03 09:20:00,NSE,17386.6,17360.5,17377.4,NIFTY,0,
17344.45,2023-04-03 09:25:00,NSE,17384.35,17337.45,17382.4,NIFTY,0,
17351.75,2023-04-03 09:30:00,NSE,17359.65,17331.1,17345.35,NIFTY,0,
17337.15,2023-04-03 09:35:00,NSE,17356.4,17335.85,17351.7,NIFTY,0,
17358.4,2023-04-03 09:40:00,NSE,17363.05,17325.8,17336.15,NIFTY,0,
17377.0,2023-04-03 09:45:00,NSE,17379.6,17357.75,17358.85,NIFTY,0,
17364.55,2023-04-03 09:50:00,NSE,17379.6,17364.55,17378.25,NIFTY,0,
17374.75,2023-04-03 09:55:00,NSE,17374.75,17357.35,17364.05,NIFTY,0,
17362.65,2023-04-03 10:00:00,NSE,17381.9,17360.45,17374.15,NIFTY,0,
17364.75,2023-04-03 10:05:00,NSE,17370.1,17357.65,17362.05,NIFTY,0,
17367.9,2023-04-03 10:10:00,NSE,17376.5,17364.8,17365.35,NIFTY,0,
17357.65,2023-04-03 10:15:00,NSE,17368.2,17351.4,17368.2,NIFTY,0,
17375.1,2023-04-03 10:20:00,NSE,17378.45,17355.7,17357.7,NIFTY,0,
17362.7,2023-04-03 10:25:00,NSE,17374.7,17361.3,17374.7,NIFTY,0,
17357.7,2023-04-03 10:30:00,NSE,17365.55,17352.1,17364.05,NIFTY,0,
17358.45,2023-04-03 10:35:00,NSE,17361.6,17355.45,17357.3,NIFTY,0,
17337.85,2023-04-03 10:40:00,NSE,17358.65,17336.25,17358.65,NIFTY,0,
17351.25,2023-04-03 10:45:00,NSE,17353.75,17335.4,17337.65,NIFTY,0,
17339.15,2023-04-03 10:50:00,NSE,17351.7,17336.95,17351.7,NIFTY,0,
17338.85,2023-04-03 10:55:00,NSE,17342.0,17331.65,17339.2,NIFTY,0,
17341.9,2023-04-03 11:00:00,NSE,17344.85,17338.8,17338.8,NIFTY,0,
17335.4,2023-04-03 11:05:00,NSE,17343.35,17334.6,17341.65,NIFTY,0,
17324.3,2023-04-03 11:10:00,NSE,17334.95,17321.9,17334.95,NIFTY,0,
17326.0,2023-04-03 11:15:00,NSE,17330.15,17321.75,17324.25,NIFTY,0,
17322.9,2023-04-03 11:20:00,NSE,17328.3,17320.65,17326.15,NIFTY,0,
17317.9,2023-04-03 11:25:00,NSE,17326.0,17315.55,17323.1,NIFTY,0,
17321.6,2023-04-03 11:30:00,NSE,17322.65,17312.9,17318.3,NIFTY,0,
17332.75,2023-04-03 11:35:00,NSE,17334.85,17320.55,17321.4,NIFTY,0,
17330.8,2023-04-03 11:40:00,NSE,17336.25,17326.9,17333.6,NIFTY,0,
17337.0,2023-04-03 11:45:00,NSE,17343.6,17330.85,17331.05,NIFTY,0,
17346.85,2023-04-03 11:50:00,NSE,17350.45,17335.75,17337.35,NIFTY,0,
17345.3,2023-04-03 11:55:00,NSE,17349.35,17337.3,17346.6,NIFTY,0,
17345.0,2023-04-03 12:00:00,NSE,17346.55,17338.2,17344.5,NIFTY,0,
17359.2,2023-04-03 12:05:00,NSE,17359.2,17344.2,17345.15,NIFTY,0,
17351.65,2023-04-03 12:10:00,NSE,17363.6,17350.0,17358.3,NIFTY,0,
17362.35,2023-04-03 12:15:00,NSE,17362.35,17346.7,17351.6,NIFTY,0,
17355.35,2023-04-03 12:20:00,NSE,17363.0,17349.8,17360.8,NIFTY,0,
17356.95,2023-04-03 12:25:00,NSE,17357.75,17343.6,17354.65,NIFTY,0,
17354.4,2023-04-03 12:30:00,NSE,17358.5,17347.0,17356.85,NIFTY,2254219,
17348.5,2023-04-03 12:35:00,NSE,17355.6,17345.3,17354.8,NIFTY,2752342,
17352.7,2023-04-03 12:40:00,NSE,17358.05,17342.95,17348.4,NIFTY,3417823,
17356.0,2023-04-03 12:45:00,NSE,17357.25,17348.65,17352.95,NIFTY,2558226,
17355.05,2023-04-03 12:50:00,NSE,17362.35,17352.75,17354.75,NIFTY,2807810,
17344.55,2023-04-03 12:55:00,NSE,17355.45,17343.7,17354.1,NIFTY,1931092,
17350.6,2023-04-03 13:00:00,NSE,17350.6,17336.15,17344.4,NIFTY,3688442,
17353.7,2023-04-03 13:05:00,NSE,17368.75,17346.45,17350.25,NIFTY,2616924,
17348.25,2023-04-03 13:10:00,NSE,17354.4,17344.6,17353.0,NIFTY,1688814,
17350.85,2023-04-03 13:15:00,NSE,17351.3,17340.7,17348.15,NIFTY,2150293,
17350.15,2023-04-03 13:20:00,NSE,17354.65,17347.2,17350.15,NIFTY,1236658,
17342.7,2023-04-03 13:25:00,NSE,17350.9,17338.45,17349.5,NIFTY,1823848,
17355.05,2023-04-03 13:30:00,NSE,17356.65,17340.65,17342.15,NIFTY,0,
17345.3,2023-04-03 13:35:00,NSE,17355.9,17343.3,17353.7,NIFTY,0,
17347.4,2023-04-03 13:40:00,NSE,17348.45,17339.35,17344.6,NIFTY,0,
17350.3,2023-04-03 13:45:00,NSE,17355.5,17341.95,17346.6,NIFTY,0,
17352.3,2023-04-03 13:50:00,NSE,17352.3,17344.65,17349.0,NIFTY,0,
17348.6,2023-04-03 13:55:00,NSE,17361.3,17344.65,17352.3,NIFTY,0,
17363.7,2023-04-03 14:00:00,NSE,17367.65,17343.6,17347.7,NIFTY,0,
17365.4,2023-04-03 14:05:00,NSE,17372.6,17357.95,17363.05,NIFTY,0,
17371.75,2023-04-03 14:10:00,NSE,17371.75,17361.9,17363.95,NIFTY,0,
17367.2,2023-04-03 14:15:00,NSE,17373.25,17356.75,17371.25,NIFTY,0,
17372.1,2023-04-03 14:20:00,NSE,17377.65,17362.85,17366.65,NIFTY,0,
17374.0,2023-04-03 14:25:00,NSE,17377.15,17367.45,17372.0,NIFTY,0,
17376.55,2023-04-03 14:30:00,NSE,17381.8,17366.75,17373.15,NIFTY,0,
17379.85,2023-04-03 14:35:00,NSE,17381.85,17371.3,17376.45,NIFTY,0,
17386.3,2023-04-03 14:40:00,NSE,17386.9,17372.45,17379.55,NIFTY,0,
17390.75,2023-04-03 14:45:00,NSE,17397.9,17380.55,17386.0,NIFTY,0,
17391.4,2023-04-03 14:50:00,NSE,17394.7,17388.05,17392.05,NIFTY,0,
17382.7,2023-04-03 14:55:00,NSE,17397.15,17379.3,17390.9,NIFTY,0,
17392.2,2023-04-03 15:00:00,NSE,17394.45,17381.75,17383.5,NIFTY,0,
17396.75,2023-04-03 15:05:00,NSE,17399.05,17386.0,17391.8,NIFTY,0,
17404.1,2023-04-03 15:10:00,NSE,17404.55,17392.8,17396.6,NIFTY,0,
17399.8,2023-04-03 15:15:00,NSE,17410.25,17397.6,17403.85,NIFTY,0,
17397.3,2023-04-03 15:20:00,NSE,17402.65,17393.55,17400.1,NIFTY,0,
17399.7,2023-04-03 15:25:00,NSE,17404.0,17395.0,17397.95,NIFTY,0,
17422.3,2023-04-05 09:05:00,NSE,17422.3,17422.3,17422.3,NIFTY,0,
17422.3,2023-04-05 09:10:00,NSE,17422.3,17422.3,17422.3,NIFTY,0,
17457.9,2023-04-05 09:15:00,NSE,17457.9,17412.15,17422.3,NIFTY,0,
17459.75,2023-04-05 09:20:00,NSE,17466.0,17437.4,17455.15,NIFTY,0,
17465.95,2023-04-05 09:25:00,NSE,17466.3,17453.65,17458.0,NIFTY,0,
17458.6,2023-04-05 09:30:00,NSE,17469.95,17454.9,17464.7,NIFTY,0,
17472.85,2023-04-05 09:35:00,NSE,17473.15,17456.1,17458.35,NIFTY,0,
17457.95,2023-04-05 09:40:00,NSE,17472.8,17454.35,17472.05,NIFTY,0,
17481.55,2023-04-05 09:45:00,NSE,17481.55,17457.4,17458.15,NIFTY,0,
17478.95,2023-04-05 09:50:00,NSE,17484.25,17472.15,17481.2,NIFTY,0,
17473.2,2023-04-05 09:55:00,NSE,17482.25,17472.55,17479.55,NIFTY,0,
17483.9,2023-04-05 10:00:00,NSE,17485.75,17466.95,17472.65,NIFTY,0,
17487.45,2023-04-05 10:05:00,NSE,17492.25,17481.25,17485.6,NIFTY,0,
17491.65,2023-04-05 10:10:00,NSE,17492.5,17485.05,17487.85,NIFTY,0,
17484.95,2023-04-05 10:15:00,NSE,17501.3,17484.95,17491.15,NIFTY,0,
17492.2,2023-04-05 10:20:00,NSE,17496.7,17483.9,17485.65,NIFTY,0,
17500.95,2023-04-05 10:25:00,NSE,17503.1,17487.9,17491.2,NIFTY,0,
17500.35,2023-04-05 10:30:00,NSE,17508.1,17498.1,17500.4,NIFTY,0,
17508.6,2023-04-05 10:35:00,NSE,17510.0,17499.7,17500.7,NIFTY,0,
17505.15,2023-04-05 10:40:00,NSE,17513.8,17502.5,17508.6,NIFTY,0,
17491.25,2023-04-05 10:45:00,NSE,17506.1,17485.65,17506.0,NIFTY,0,
17488.7,2023-04-05 10:50:00,NSE,17492.9,17485.15,17491.45,NIFTY,0,
17487.7,2023-04-05 10:55:00,NSE,17491.75,17480.55,17488.05,NIFTY,0,
17482.95,2023-04-05 11:00:00,NSE,17488.85,17481.1,17487.75,NIFTY,0,
17480.7,2023-04-05 11:05:00,NSE,17487.15,17478.15,17484.0,NIFTY,0,
17485.95,2023-04-05 11:10:00,NSE,17486.45,17480.0,17480.1,NIFTY,0,
17491.45,2023-04-05 11:15:00,NSE,17494.55,17484.5,17485.75,NIFTY,0,
17489.55,2023-04-05 11:20:00,NSE,17498.7,17488.35,17490.75,NIFTY,0,
17495.35,2023-04-05 11:25:00,NSE,17495.95,17482.25,17488.75,NIFTY,0,
17489.5,2023-04-05 11:30:00,NSE,17495.95,17489.5,17495.3,NIFTY,0,
17491.5,2023-04-05 11:35:00,NSE,17495.1,17487.5,17490.2,NIFTY,0,
17488.2,2023-04-05 11:40:00,NSE,17494.5,17488.1,17491.1,NIFTY,0,
17494.4,2023-04-05 11:45:00,NSE,17500.2,17488.7,17488.7,NIFTY,0,
17494.1,2023-04-05 11:50:00,NSE,17496.65,17487.6,17493.45,NIFTY,0,
17504.2,2023-04-05 11:55:00,NSE,17511.45,17492.05,17494.2,NIFTY,0,
17507.1,2023-04-05 12:00:00,NSE,17508.55,17494.5,17504.0,NIFTY,0,
17499.9,2023-04-05 12:05:00,NSE,17515.55,17499.25,17507.45,NIFTY,0,
17509.85,2023-04-05 12:10:00,NSE,17511.5,17492.85,17500.25,NIFTY,0,
17502.25,2023-04-05 12:15:00,NSE,17513.65,17499.05,17510.3,NIFTY,0,
17511.1,2023-04-05 12:20:00,NSE,17513.25,17499.95,17502.15,NIFTY,0,
17507.7,2023-04-05 12:25:00,NSE,17514.65,17505.6,17511.2,NIFTY,0,
17504.85,2023-04-05 12:30:00,NSE,17514.25,17504.85,17507.45,NIFTY,2683328,
17524.8,2023-04-05 12:35:00,NSE,17525.3,17504.15,17505.0,NIFTY,2223506,
17525.7,2023-04-05 12:40:00,NSE,17527.9,17519.95,17525.55,NIFTY,1675611,
17531.7,2023-04-05 12:45:00,NSE,17532.95,17517.0,17525.6,NIFTY,2092329,
17530.35,2023-04-05 12:50:00,NSE,17541.25,17529.95,17532.85,NIFTY,3056377,
17535.25,2023-04-05 12:55:00,NSE,17535.95,17520.65,17529.95,NIFTY,2450991,
17538.4,2023-04-05 13:00:00,NSE,17542.9,17526.75,17534.4,NIFTY,2051202,
17538.9,2023-04-05 13:05:00,NSE,17541.55,17535.5,17538.65,NIFTY,1646727,
17537.45,2023-04-05 13:10:00,NSE,17545.15,17534.1,17539.35,NIFTY,2047882,
17534.3,2023-04-05 13:15:00,NSE,17537.6,17528.8,17537.35,NIFTY,1576284,
17531.5,2023-04-05 13:20:00,NSE,17537.85,17528.05,17533.4,NIFTY,1653075,
17540.3,2023-04-05 13:25:00,NSE,17542.05,17529.5,17531.75,NIFTY,2820865,
17516.85,2023-04-05 13:30:00,NSE,17544.7,17516.85,17540.7,NIFTY,0,
17523.95,2023-04-05 13:35:00,NSE,17530.3,17513.9,17516.5,NIFTY,0,
17525.7,2023-04-05 13:40:00,NSE,17530.9,17521.25,17524.3,NIFTY,0,
17529.15,2023-04-05 13:45:00,NSE,17533.9,17525.3,17525.8,NIFTY,0,
17527.55,2023-04-05 13:50:00,NSE,17530.05,17517.15,17529.35,NIFTY,0,
17523.6,2023-04-05 13:55:00,NSE,17529.65,17518.4,17527.9,NIFTY,0,
17529.75,2023-04-05 14:00:00,NSE,17531.35,17522.0,17523.9,NIFTY,0,
17527.0,2023-04-05 14:05:00,NSE,17530.45,17521.5,17529.45,NIFTY,0,
17536.8,2023-04-05 14:10:00,NSE,17543.35,17525.65,17526.55,NIFTY,0,
17535.85,2023-04-05 14:15:00,NSE,17540.15,17529.05,17536.55,NIFTY,0,
17534.7,2023-04-05 14:20:00,NSE,17539.9,17525.9,17535.3,NIFTY,0,
17539.6,2023-04-05 14:25:00,NSE,17539.65,17532.55,17534.65,NIFTY,0,
17542.75,2023-04-05 14:30:00,NSE,17547.55,17537.75,17539.1,NIFTY,0,
17542.5,2023-04-05 14:35:00,NSE,17549.05,17538.05,17542.4,NIFTY,0,
17543.1,2023-04-05 14:40:00,NSE,17543.4,17528.3,17541.7,NIFTY,0,
17540.1,2023-04-05 14:45:00,NSE,17543.7,17535.65,17542.9,NIFTY,0,
17545.55,2023-04-05 14:50:00,NSE,17546.0,17539.6,17540.15,NIFTY,0,
17545.4,2023-04-05 14:55:00,NSE,17550.25,17542.15,17546.0,NIFTY,0,
17551.45,2023-04-05 15:00:00,NSE,17551.55,17538.0,17546.6,NIFTY,0,
17559.5,2023-04-05 15:05:00,NSE,17561.95,17548.85,17551.9,NIFTY,0,
17552.55,2023-04-05 15:10:00,NSE,17560.6,17551.4,17560.0,NIFTY,0,
17562.95,2023-04-05 15:15:00,NSE,17563.85,17549.85,17554.15,NIFTY,0,
17566.35,2023-04-05 15:20:00,NSE,17569.3,17557.45,17562.45,NIFTY,0,
17561.0,2023-04-05 15:25:00,NSE,17570.0,17556.55,17565.25,NIFTY,0,
17533.85,2023-04-06 09:05:00,NSE,17533.85,17533.85,17533.85,NIFTY,0,
17533.85,2023-04-06 09:10:00,NSE,17533.85,17533.85,17533.85,NIFTY,0,
17522.1,2023-04-06 09:15:00,NSE,17533.85,17512.25,17533.85,NIFTY,0,
17529.35,2023-04-06 09:20:00,NSE,17543.95,17517.15,17522.45,NIFTY,0,
17531.95,2023-04-06 09:25:00,NSE,17540.2,17525.75,17528.7,NIFTY,0,
17522.25,2023-04-06 09:30:00,NSE,17532.75,17518.15,17532.75,NIFTY,0,
17522.8,2023-04-06 09:35:00,NSE,17523.95,17517.65,17522.35,NIFTY,0,
17533.2,2023-04-06 09:40:00,NSE,17537.55,17521.4,17521.4,NIFTY,0,
17530.2,2023-04-06 09:45:00,NSE,17535.35,17524.25,17532.9,NIFTY,0,
17513.45,2023-04-06 09:50:00,NSE,17535.7,17503.6,17531.0,NIFTY,0,
17527.85,2023-04-06 09:55:00,NSE,17528.4,17507.75,17513.1,NIFTY,0,
17576.45,2023-04-06 10:00:00,NSE,17578.15,17520.2,17528.05,NIFTY,0,
17584.25,2023-04-06 10:05:00,NSE,17600.55,17575.15,17575.9,NIFTY,0,
17588.5,2023-04-06 10:10:00,NSE,17590.8,17573.85,17584.35,NIFTY,0,
17590.15,2023-04-06 10:15:00,NSE,17599.9,17588.0,17588.8,NIFTY,0,
17583.9,2023-04-06 10:20:00,NSE,17590.7,17577.6,17590.6,NIFTY,0,
17582.4,2023-04-06 10:25:00,NSE,17590.25,17579.35,17583.85,NIFTY,0,
17587.4,2023-04-06 10:30:00,NSE,17594.45,17581.15,17582.4,NIFTY,0,
17589.35,2023-04-06 10:35:00,NSE,17594.95,17585.4,17587.65,NIFTY,0,
17597.25,2023-04-06 10:40:00,NSE,17603.2,17588.75,17590.15,NIFTY,0,
17595.3,2023-04-06 10:45:00,NSE,17596.55,17588.8,17596.4,NIFTY,0,
17597.8,2023-04-06 10:50:00,NSE,17598.7,17591.05,17595.15,NIFTY,0,
17609.95,2023-04-06 10:55:00,NSE,17611.85,17597.0,17598.4,NIFTY,0,
17604.25,2023-04-06 11:00:00,NSE,17615.3,17602.65,17610.5,NIFTY,0,
17614.85,2023-04-06 11:05:00,NSE,17617.75,17602.9,17604.7,NIFTY,0,
17618.25,2023-04-06 11:10:00,NSE,17619.55,17612.25,17614.5,NIFTY,0,
17583.15,2023-04-06 11:15:00,NSE,17620.55,17581.8,17617.5,NIFTY,0,
17615.3,2023-04-06 11:20:00,NSE,17617.85,17580.8,17582.65,NIFTY,0,
17607.15,2023-04-06 11:25:00,NSE,17614.9,17595.4,17614.45,NIFTY,0,
17615.6,2023-04-06 11:30:00,NSE,17621.35,17605.05,17607.25,NIFTY,0,
17615.95,2023-04-06 11:35:00,NSE,17617.6,17599.1,17615.8,NIFTY,0,
17610.25,2023-04-06 11:40:00,NSE,17616.75,17606.95,17615.95,NIFTY,0,
17603.35,2023-04-06 11:45:00,NSE,17617.5,17601.95,17609.9,NIFTY,0,
17600.6,2023-04-06 11:50:00,NSE,17608.85,17597.85,17603.2,NIFTY,0,
17597.85,2023-04-06 11:55:00,NSE,17606.95,17594.8,17600.3,NIFTY,0,
17606.15,2023-04-06 12:00:00,NSE,17606.75,17596.55,17597.3,NIFTY,0,
17601.7,2023-04-06 12:05:00,NSE,17608.9,17595.3,17605.65,NIFTY,0,
17602.3,2023-04-06 12:10:00,NSE,17604.3,17594.95,17601.5,NIFTY,0,
17605.9,2023-04-06 12:15:00,NSE,17606.35,17598.75,17602.5,NIFTY,0,
17602.45,2023-04-06 12:20:00,NSE,17618.35,17601.75,17606.0,NIFTY,0,
17614.05,2023-04-06 12:25:00,NSE,17615.85,17597.65,17603.3,NIFTY,0,
17607.35,2023-04-06 12:30:00,NSE,17618.3,17597.8,17615.15,NIFTY,2775842,
17621.25,2023-04-06 12:35:00,NSE,17622.55,17603.4,17606.9,NIFTY,3558966,
17624.8,2023-04-06 12:40:00,NSE,17626.65,17607.75,17622.85,NIFTY,2940537,
17627.6,2023-04-06 12:45:00,NSE,17629.15,17615.8,17625.7,NIFTY,2695599,
17629.4,2023-04-06 12:50:00,NSE,17629.75,17623.75,17627.5,NIFTY,1450105,
17632.6,2023-04-06 12:55:00,NSE,17638.7,17628.45,17628.65,NIFTY,1988023,
17633.8,2023-04-06 13:00:00,NSE,17636.15,17626.3,17632.25,NIFTY,1745438,
17621.1,2023-04-06 13:05:00,NSE,17634.6,17620.45,17632.95,NIFTY,2136371,
17618.45,2023-04-06 13:10:00,NSE,17621.6,17615.5,17621.2,NIFTY,1640381,
17607.15,2023-04-06 13:15:00,NSE,17621.35,17605.4,17618.35,NIFTY,1609574,
17606.7,2023-04-06 13:20:00,NSE,17620.2,17603.9,17607.25,NIFTY,2001199,
17616.8,2023-04-06 13:25:00,NSE,17618.15,17601.3,17605.05,NIFTY,3045215,
17609.3,2023-04-06 13:30:00,NSE,17621.1,17605.45,17617.05,NIFTY,0,
17585.9,2023-04-06 13:35:00,NSE,17613.45,17584.0,17609.0,NIFTY,0,
17574.2,2023-04-06 13:40:00,NSE,17592.45,17572.25,17585.35,NIFTY,0,
17570.0,2023-04-06 13:45:00,NSE,17576.0,17562.15,17574.05,NIFTY,0,
17555.15,2023-04-06 13:50:00,NSE,17574.65,17552.0,17569.65,NIFTY,0,
17568.25,2023-04-06 13:55:00,NSE,17568.3,17552.5,17555.25,NIFTY,0,
17575.05,2023-04-06 14:00:00,NSE,17585.7,17564.9,17568.05,NIFTY,0,
17580.25,2023-04-06 14:05:00,NSE,17585.5,17574.7,17574.7,NIFTY,0,
17575.6,2023-04-06 14:10:00,NSE,17586.55,17568.5,17580.0,NIFTY,0,
17571.7,2023-04-06 14:15:00,NSE,17583.5,17568.7,17576.0,NIFTY,0,
17579.05,2023-04-06 14:20:00,NSE,17582.65,17571.75,17572.1,NIFTY,0,
17581.85,2023-04-06 14:25:00,NSE,17588.25,17578.8,17579.0,NIFTY,0,
17600.95,2023-04-06 14:30:00,NSE,17601.15,17575.1,17580.65,NIFTY,0,
17601.9,2023-04-06 14:35:00,NSE,17606.95,17592.75,17601.0,NIFTY,0,
17595.9,2023-04-06 14:40:00,NSE,17609.75,17594.85,17602.2,NIFTY,0,
17608.0,2023-04-06 14:45:00,NSE,17608.45,17592.0,17595.9,NIFTY,0,
17600.65,2023-04-06 14:50:00,NSE,17613.0,17599.95,17607.85,NIFTY,0,
